AVG_time,AVG,AVGSDI_time,AVGSDI,STD_time,STD,STDSDI_time,STDSDI,CNT_time,CNT,CNTSDI_time,CNTSDI,OUT_time,OUT,OUTSDI_time,OUTSDI
12/04/2021 22:13:30,2.141,12/04/2021 22:25:30,2.155,12/04/2021 22:25:30,0.001,12/04/2021 22:25:30,0.001,12/04/2021 22:25:30,37,12/04/2021 22:25:30,37,12/04/2021 22:25:30,0,12/04/2021 22:25:30,0
12/04/2021 22:19:30,2.147,12/04/2021 22:31:30,2.161,12/04/2021 22:31:30,0.001,12/04/2021 22:31:30,0.001,12/04/2021 22:31:30,37,12/04/2021 22:31:30,37,12/04/2021 22:31:30,0,12/04/2021 22:31:30,0
12/04/2021 22:25:30,2.154,12/04/2021 22:37:30,2.169,12/04/2021 22:37:30,0.002,12/04/2021 22:37:30,0.002,12/04/2021 22:37:30,37,12/04/2021 22:37:30,37,12/04/2021 22:37:30,0,12/04/2021 22:37:30,0
12/04/2021 22:31:30,2.160,12/04/2021 22:43:30,2.178,12/04/2021 22:43:30,0.002,12/04/2021 22:43:30,0.002,12/04/2021 22:43:30,37,12/04/2021 22:43:30,37,12/04/2021 22:43:30,0,12/04/2021 22:43:30,0
12/04/2021 22:37:30,2.168,12/04/2021 22:49:30,2.189,12/04/2021 22:49:30,0.002,12/04/2021 22:49:30,0.002,12/04/2021 22:49:30,37,12/04/2021 22:49:30,37,12/04/2021 22:49:30,0,12/04/2021 22:49:30,0
12/04/2021 22:43:30,2.177,12/04/2021 22:55:30,2.200,12/04/2021 22:55:30,0.002,12/04/2021 22:55:30,0.002,12/04/2021 22:55:30,37,12/04/2021 22:55:30,37,12/04/2021 22:55:30,0,12/04/2021 22:55:30,0
12/04/2021 22:49:30,2.188,12/04/2021 23:01:30,2.212,12/04/2021 23:01:30,0.001,12/04/2021 23:01:30,0.001,12/04/2021 23:01:30,37,12/04/2021 23:01:30,37,12/04/2021 23:01:30,0,12/04/2021 23:01:30,0
12/04/2021 22:55:30,2.199,12/04/2021 23:07:30,2.223,12/04/2021 23:07:30,0.002,12/04/2021 23:07:30,0.002,12/04/2021 23:07:30,37,12/04/2021 23:07:30,37,12/04/2021 23:07:30,0,12/04/2021 23:07:30,0
12/04/2021 23:01:30,2.211,12/04/2021 23:13:30,2.234,12/04/2021 23:13:30,0.002,12/04/2021 23:13:30,0.002,12/04/2021 23:13:30,37,12/04/2021 23:13:30,37,12/04/2021 23:13:30,0,12/04/2021 23:13:30,0
12/04/2021 23:07:30,2.221,12/04/2021 23:19:30,2.246,12/04/2021 23:19:30,0.002,12/04/2021 23:19:30,0.002,12/04/2021 23:19:30,37,12/04/2021 23:19:30,37,12/04/2021 23:19:30,0,12/04/2021 23:19:30,0
12/04/2021 23:13:30,2.232,12/04/2021 23:25:30,2.256,12/04/2021 23:25:30,0.002,12/04/2021 23:25:30,0.002,12/04/2021 23:25:30,37,12/04/2021 23:25:30,37,12/04/2021 23:25:30,0,12/04/2021 23:25:30,0
12/04/2021 23:19:30,2.244,12/04/2021 23:31:30,2.267,12/04/2021 23:31:30,0.001,12/04/2021 23:31:30,0.002,12/04/2021 23:31:30,37,12/04/2021 23:31:30,37,12/04/2021 23:31:30,0,12/04/2021 23:31:30,0
12/04/2021 23:25:30,2.255,12/04/2021 23:37:30,2.276,12/04/2021 23:37:30,0.002,12/04/2021 23:37:30,0.002,12/04/2021 23:37:30,37,12/04/2021 23:37:30,37,12/04/2021 23:37:30,0,12/04/2021 23:37:30,0
12/04/2021 23:31:30,2.265,12/04/2021 23:43:30,2.286,12/04/2021 23:43:30,0.002,12/04/2021 23:43:30,0.002,12/04/2021 23:43:30,37,12/04/2021 23:43:30,37,12/04/2021 23:43:30,0,12/04/2021 23:43:30,0
12/04/2021 23:37:30,2.275,12/04/2021 23:49:30,2.295,12/04/2021 23:49:30,0.001,12/04/2021 23:49:30,0.001,12/04/2021 23:49:30,37,12/04/2021 23:49:30,37,12/04/2021 23:49:30,0,12/04/2021 23:49:30,0
12/04/2021 23:43:30,2.285,12/04/2021 23:55:30,2.303,12/04/2021 23:55:30,0.002,12/04/2021 23:55:30,0.002,12/04/2021 23:55:30,37,12/04/2021 23:55:30,37,12/04/2021 23:55:30,0,12/04/2021 23:55:30,0
12/04/2021 23:49:30,2.294,12/05/2021 00:01:30,2.313,12/05/2021 00:01:30,0.001,12/05/2021 00:01:30,0.001,12/05/2021 00:01:30,37,12/05/2021 00:01:30,37,12/05/2021 00:01:30,0,12/05/2021 00:01:30,0
12/04/2021 23:55:30,2.302,12/05/2021 00:07:30,2.321,12/05/2021 00:07:30,0.001,12/05/2021 00:07:30,0.001,12/05/2021 00:07:30,37,12/05/2021 00:07:30,37,12/05/2021 00:07:30,0,12/05/2021 00:07:30,0
12/05/2021 00:01:30,2.311,12/05/2021 00:13:30,2.332,12/05/2021 00:13:30,0.002,12/05/2021 00:13:30,0.002,12/05/2021 00:13:30,37,12/05/2021 00:13:30,37,12/05/2021 00:13:30,0,12/05/2021 00:13:30,0
12/05/2021 00:07:30,2.320,12/05/2021 00:19:30,2.340,12/05/2021 00:19:30,0.002,12/05/2021 00:19:30,0.002,12/05/2021 00:19:30,37,12/05/2021 00:19:30,37,12/05/2021 00:19:30,0,12/05/2021 00:19:30,0
12/05/2021 00:13:30,2.331,12/05/2021 00:25:30,2.351,12/05/2021 00:25:30,0.002,12/05/2021 00:25:30,0.002,12/05/2021 00:25:30,37,12/05/2021 00:25:30,37,12/05/2021 00:25:30,0,12/05/2021 00:25:30,0
12/05/2021 00:19:30,2.339,12/05/2021 00:31:30,2.360,12/05/2021 00:31:30,0.002,12/05/2021 00:31:30,0.002,12/05/2021 00:31:30,37,12/05/2021 00:31:30,37,12/05/2021 00:31:30,0,12/05/2021 00:31:30,0
12/05/2021 00:25:30,2.350,12/05/2021 00:37:30,2.369,12/05/2021 00:37:30,0.002,12/05/2021 00:37:30,0.002,12/05/2021 00:37:30,37,12/05/2021 00:37:30,37,12/05/2021 00:37:30,0,12/05/2021 00:37:30,0
12/05/2021 00:31:30,2.359,12/05/2021 00:43:30,2.379,12/05/2021 00:43:30,0.002,12/05/2021 00:43:30,0.002,12/05/2021 00:43:30,37,12/05/2021 00:43:30,37,12/05/2021 00:43:30,0,12/05/2021 00:43:30,0
12/05/2021 00:37:30,2.368,12/05/2021 00:49:30,2.388,12/05/2021 00:49:30,0.002,12/05/2021 00:49:30,0.002,12/05/2021 00:49:30,37,12/05/2021 00:49:30,37,12/05/2021 00:49:30,0,12/05/2021 00:49:30,0
12/05/2021 00:43:30,2.378,12/05/2021 00:55:30,2.397,12/05/2021 00:55:30,0.001,12/05/2021 00:55:30,0.001,12/05/2021 00:55:30,37,12/05/2021 00:55:30,37,12/05/2021 00:55:30,0,12/05/2021 00:55:30,0
12/05/2021 00:49:30,2.387,12/05/2021 01:01:30,2.406,12/05/2021 01:01:30,0.002,12/05/2021 01:01:30,0.002,12/05/2021 01:01:30,37,12/05/2021 01:01:30,37,12/05/2021 01:01:30,0,12/05/2021 01:01:30,0
12/05/2021 00:55:30,2.396,12/05/2021 01:07:30,2.411,12/05/2021 01:07:30,0.002,12/05/2021 01:07:30,0.000,12/05/2021 01:07:30,37,12/05/2021 01:07:30,37,12/05/2021 01:07:30,0,12/05/2021 01:07:30,0
12/05/2021 01:01:30,2.405,12/05/2021 01:13:30,2.411,12/05/2021 01:13:30,0.002,12/05/2021 01:13:30,0.000,12/05/2021 01:13:30,37,12/05/2021 01:13:30,37,12/05/2021 01:13:30,0,12/05/2021 01:13:30,0
12/05/2021 01:07:30,2.415,12/05/2021 01:19:30,2.431,12/05/2021 01:19:30,0.002,12/05/2021 01:19:30,0.001,12/05/2021 01:19:30,37,12/05/2021 01:19:30,37,12/05/2021 01:19:30,0,12/05/2021 01:19:30,0
12/05/2021 01:13:30,2.422,12/05/2021 01:25:30,2.439,12/05/2021 01:25:30,0.001,12/05/2021 01:25:30,0.001,12/05/2021 01:25:30,37,12/05/2021 01:25:30,37,12/05/2021 01:25:30,0,12/05/2021 01:25:30,0
12/05/2021 01:19:30,2.430,12/05/2021 01:31:30,2.446,12/05/2021 01:31:30,0.001,12/05/2021 01:31:30,0.001,12/05/2021 01:31:30,37,12/05/2021 01:31:30,37,12/05/2021 01:31:30,0,12/05/2021 01:31:30,0
12/05/2021 01:25:30,2.438,12/05/2021 01:37:30,2.453,12/05/2021 01:37:30,0.001,12/05/2021 01:37:30,0.002,12/05/2021 01:37:30,37,12/05/2021 01:37:30,37,12/05/2021 01:37:30,0,12/05/2021 01:37:30,0
12/05/2021 01:31:30,2.445,12/05/2021 01:43:30,2.461,12/05/2021 01:43:30,0.002,12/05/2021 01:43:30,0.002,12/05/2021 01:43:30,37,12/05/2021 01:43:30,37,12/05/2021 01:43:30,0,12/05/2021 01:43:30,0
12/05/2021 01:37:30,2.451,12/05/2021 01:49:30,2.470,12/05/2021 01:49:30,0.001,12/05/2021 01:49:30,0.001,12/05/2021 01:49:30,37,12/05/2021 01:49:30,37,12/05/2021 01:49:30,0,12/05/2021 01:49:30,0
12/05/2021 01:43:30,2.459,12/05/2021 01:55:30,2.476,12/05/2021 01:55:30,0.001,12/05/2021 01:55:30,0.001,12/05/2021 01:55:30,37,12/05/2021 01:55:30,37,12/05/2021 01:55:30,0,12/05/2021 01:55:30,0
12/05/2021 01:49:30,2.469,12/05/2021 02:01:30,2.483,12/05/2021 02:01:30,0.001,12/05/2021 02:01:30,0.001,12/05/2021 02:01:30,37,12/05/2021 02:01:30,37,12/05/2021 02:01:30,0,12/05/2021 02:01:30,0
12/05/2021 01:55:30,2.475,12/05/2021 02:07:30,2.488,12/05/2021 02:07:30,0.001,12/05/2021 02:07:30,0.001,12/05/2021 02:07:30,37,12/05/2021 02:07:30,37,12/05/2021 02:07:30,0,12/05/2021 02:07:30,0
12/05/2021 02:01:30,2.482,12/05/2021 02:13:30,2.492,12/05/2021 02:13:30,0.001,12/05/2021 02:13:30,0.001,12/05/2021 02:13:30,37,12/05/2021 02:13:30,37,12/05/2021 02:13:30,0,12/05/2021 02:13:30,0
12/05/2021 02:07:30,2.486,12/05/2021 02:19:30,2.496,12/05/2021 02:19:30,0.001,12/05/2021 02:19:30,0.001,12/05/2021 02:19:30,37,12/05/2021 02:19:30,37,12/05/2021 02:19:30,0,12/05/2021 02:19:30,0
12/05/2021 02:13:30,2.490,12/05/2021 02:25:30,2.501,12/05/2021 02:25:30,0.001,12/05/2021 02:25:30,0.001,12/05/2021 02:25:30,37,12/05/2021 02:25:30,37,12/05/2021 02:25:30,0,12/05/2021 02:25:30,0
12/05/2021 02:19:30,2.494,12/05/2021 02:31:30,2.505,12/05/2021 02:31:30,0.001,12/05/2021 02:31:30,0.001,12/05/2021 02:31:30,37,12/05/2021 02:31:30,37,12/05/2021 02:31:30,0,12/05/2021 02:31:30,0
12/05/2021 02:25:30,2.499,12/05/2021 02:37:30,2.506,12/05/2021 02:37:30,0.001,12/05/2021 02:37:30,0.001,12/05/2021 02:37:30,37,12/05/2021 02:37:30,37,12/05/2021 02:37:30,0,12/05/2021 02:37:30,0
12/05/2021 02:31:30,2.503,12/05/2021 02:43:30,2.510,12/05/2021 02:43:30,0.001,12/05/2021 02:43:30,0.001,12/05/2021 02:43:30,37,12/05/2021 02:43:30,37,12/05/2021 02:43:30,0,12/05/2021 02:43:30,0
12/05/2021 02:37:30,2.504,12/05/2021 02:49:30,2.510,12/05/2021 02:49:30,0.001,12/05/2021 02:49:30,0.001,12/05/2021 02:49:30,37,12/05/2021 02:49:30,37,12/05/2021 02:49:30,0,12/05/2021 02:49:30,0
12/05/2021 02:43:30,2.508,12/05/2021 02:55:30,2.511,12/05/2021 02:55:30,0.001,12/05/2021 02:55:30,0.001,12/05/2021 02:55:30,37,12/05/2021 02:55:30,37,12/05/2021 02:55:30,1,12/05/2021 02:55:30,1
12/05/2021 02:49:30,2.509,12/05/2021 03:01:30,2.515,12/05/2021 03:01:30,0.002,12/05/2021 03:01:30,0.002,12/05/2021 03:01:30,37,12/05/2021 03:01:30,37,12/05/2021 03:01:30,0,12/05/2021 03:01:30,0
12/05/2021 02:55:30,2.510,12/05/2021 03:07:30,2.514,12/05/2021 03:07:30,0.003,12/05/2021 03:07:30,0.002,12/05/2021 03:07:30,37,12/05/2021 03:07:30,37,12/05/2021 03:07:30,0,12/05/2021 03:07:30,0
12/05/2021 03:01:30,2.514,12/05/2021 03:13:30,2.515,12/05/2021 03:13:30,0.002,12/05/2021 03:13:30,0.001,12/05/2021 03:13:30,37,12/05/2021 03:13:30,37,12/05/2021 03:13:30,0,12/05/2021 03:13:30,0
12/05/2021 03:07:30,2.512,12/05/2021 03:19:30,2.516,12/05/2021 03:19:30,0.004,12/05/2021 03:19:30,0.001,12/05/2021 03:19:30,37,12/05/2021 03:19:30,37,12/05/2021 03:19:30,0,12/05/2021 03:19:30,0
12/05/2021 03:13:30,2.514,12/05/2021 03:25:30,2.517,12/05/2021 03:25:30,0.005,12/05/2021 03:25:30,0.002,12/05/2021 03:25:30,37,12/05/2021 03:25:30,37,12/05/2021 03:25:30,0,12/05/2021 03:25:30,0
12/05/2021 03:19:30,2.514,12/05/2021 03:31:30,2.515,12/05/2021 03:31:30,0.004,12/05/2021 03:31:30,0.001,12/05/2021 03:31:30,37,12/05/2021 03:31:30,37,12/05/2021 03:31:30,0,12/05/2021 03:31:30,0
12/05/2021 03:25:30,2.515,12/05/2021 03:37:30,2.512,12/05/2021 03:37:30,0.002,12/05/2021 03:37:30,0.001,12/05/2021 03:37:30,37,12/05/2021 03:37:30,37,12/05/2021 03:37:30,0,12/05/2021 03:37:30,0
12/05/2021 03:31:30,2.514,12/05/2021 03:43:30,2.510,12/05/2021 03:43:30,0.002,12/05/2021 03:43:30,0.001,12/05/2021 03:43:30,37,12/05/2021 03:43:30,37,12/05/2021 03:43:30,0,12/05/2021 03:43:30,0
12/05/2021 03:37:30,2.510,12/05/2021 03:49:30,2.503,12/05/2021 03:49:30,0.002,12/05/2021 03:49:30,0.001,12/05/2021 03:49:30,37,12/05/2021 03:49:30,37,12/05/2021 03:49:30,0,12/05/2021 03:49:30,0
12/05/2021 03:43:30,2.508,12/05/2021 03:55:30,2.496,12/05/2021 03:55:30,0.001,12/05/2021 03:55:30,0.001,12/05/2021 03:55:30,37,12/05/2021 03:55:30,37,12/05/2021 03:55:30,0,12/05/2021 03:55:30,0
12/05/2021 03:49:30,2.502,12/05/2021 04:01:30,2.494,12/05/2021 04:01:30,0.001,12/05/2021 04:01:30,0.001,12/05/2021 04:01:30,37,12/05/2021 04:01:30,37,12/05/2021 04:01:30,0,12/05/2021 04:01:30,0
12/05/2021 03:55:30,2.495,12/05/2021 04:07:30,2.491,12/05/2021 04:07:30,0.004,12/05/2021 04:07:30,0.001,12/05/2021 04:07:30,37,12/05/2021 04:07:30,37,12/05/2021 04:07:30,0,12/05/2021 04:07:30,0
12/05/2021 04:01:30,2.493,12/05/2021 04:13:30,2.486,12/05/2021 04:13:30,0.005,12/05/2021 04:13:30,0.002,12/05/2021 04:13:30,37,12/05/2021 04:13:30,37,12/05/2021 04:13:30,0,12/05/2021 04:13:30,0
12/05/2021 04:07:30,2.489,12/05/2021 04:19:30,2.478,12/05/2021 04:19:30,0.002,12/05/2021 04:19:30,0.001,12/05/2021 04:19:30,37,12/05/2021 04:19:30,37,12/05/2021 04:19:30,0,12/05/2021 04:19:30,0
12/05/2021 04:13:30,2.485,12/05/2021 04:25:30,2.473,12/05/2021 04:25:30,0.002,12/05/2021 04:25:30,0.001,12/05/2021 04:25:30,37,12/05/2021 04:25:30,37,12/05/2021 04:25:30,0,12/05/2021 04:25:30,0
12/05/2021 04:19:30,2.476,12/05/2021 04:31:30,2.465,12/05/2021 04:31:30,0.002,12/05/2021 04:31:30,0.001,12/05/2021 04:31:30,37,12/05/2021 04:31:30,37,12/05/2021 04:31:30,1,12/05/2021 04:31:30,0
12/05/2021 04:25:30,2.471,12/05/2021 04:37:30,2.458,12/05/2021 04:37:30,0.003,12/05/2021 04:37:30,0.002,12/05/2021 04:37:30,37,12/05/2021 04:37:30,37,12/05/2021 04:37:30,0,12/05/2021 04:37:30,0
12/05/2021 04:31:30,2.463,12/05/2021 04:43:30,2.451,12/05/2021 04:43:30,0.002,12/05/2021 04:43:30,0.002,12/05/2021 04:43:30,37,12/05/2021 04:43:30,37,12/05/2021 04:43:30,0,12/05/2021 04:43:30,0
12/05/2021 04:37:30,2.457,12/05/2021 04:49:30,2.442,12/05/2021 04:49:30,0.001,12/05/2021 04:49:30,0.001,12/05/2021 04:49:30,37,12/05/2021 04:49:30,37,12/05/2021 04:49:30,0,12/05/2021 04:49:30,0
12/05/2021 04:43:30,2.450,12/05/2021 04:55:30,2.436,12/05/2021 04:55:30,0.001,12/05/2021 04:55:30,0.001,12/05/2021 04:55:30,37,12/05/2021 04:55:30,37,12/05/2021 04:55:30,0,12/05/2021 04:55:30,0
12/05/2021 04:49:30,2.440,12/05/2021 05:01:30,2.427,12/05/2021 05:01:30,0.001,12/05/2021 05:01:30,0.001,12/05/2021 05:01:30,37,12/05/2021 05:01:30,37,12/05/2021 05:01:30,0,12/05/2021 05:01:30,0
12/05/2021 04:55:30,2.435,12/05/2021 05:07:30,2.418,12/05/2021 05:07:30,0.002,12/05/2021 05:07:30,0.002,12/05/2021 05:07:30,37,12/05/2021 05:07:30,37,12/05/2021 05:07:30,0,12/05/2021 05:07:30,0
12/05/2021 05:01:30,2.426,12/05/2021 05:13:30,2.410,12/05/2021 05:13:30,0.002,12/05/2021 05:13:30,0.002,12/05/2021 05:13:30,37,12/05/2021 05:13:30,37,12/05/2021 05:13:30,0,12/05/2021 05:13:30,0
12/05/2021 05:07:30,2.417,12/05/2021 05:19:30,2.405,12/05/2021 05:19:30,0.002,12/05/2021 05:19:30,0.000,12/05/2021 05:19:30,37,12/05/2021 05:19:30,37,12/05/2021 05:19:30,0,12/05/2021 05:19:30,0
12/05/2021 05:13:30,2.409,12/05/2021 05:25:30,2.405,12/05/2021 05:25:30,0.008,12/05/2021 05:25:30,0.000,12/05/2021 05:25:30,37,12/05/2021 05:25:30,37,12/05/2021 05:25:30,0,12/05/2021 05:25:30,0
12/05/2021 05:19:30,2.399,12/05/2021 05:31:30,2.390,12/05/2021 05:31:30,0.005,12/05/2021 05:31:30,0.010,12/05/2021 05:31:30,37,12/05/2021 05:31:30,37,12/05/2021 05:31:30,0,12/05/2021 05:31:30,0
12/05/2021 05:25:30,2.391,12/05/2021 05:37:30,2.375,12/05/2021 05:37:30,0.002,12/05/2021 05:37:30,0.001,12/05/2021 05:37:30,37,12/05/2021 05:37:30,37,12/05/2021 05:37:30,0,12/05/2021 05:37:30,0
12/05/2021 05:31:30,2.381,12/05/2021 05:43:30,2.364,12/05/2021 05:43:30,0.003,12/05/2021 05:43:30,0.002,12/05/2021 05:43:30,37,12/05/2021 05:43:30,37,12/05/2021 05:43:30,0,12/05/2021 05:43:30,0
12/05/2021 05:37:30,2.374,12/05/2021 05:49:30,2.356,12/05/2021 05:49:30,0.002,12/05/2021 05:49:30,0.001,12/05/2021 05:49:30,37,12/05/2021 05:49:30,37,12/05/2021 05:49:30,0,12/05/2021 05:49:30,0
12/05/2021 05:43:30,2.362,12/05/2021 05:55:30,2.344,12/05/2021 05:55:30,0.002,12/05/2021 05:55:30,0.002,12/05/2021 05:55:30,37,12/05/2021 05:55:30,37,12/05/2021 05:55:30,0,12/05/2021 05:55:30,0
12/05/2021 05:49:30,2.355,12/05/2021 06:01:30,2.335,12/05/2021 06:01:30,0.003,12/05/2021 06:01:30,0.002,12/05/2021 06:01:30,37,12/05/2021 06:01:30,37,12/05/2021 06:01:30,0,12/05/2021 06:01:30,0
12/05/2021 05:55:30,2.341,12/05/2021 06:07:30,2.325,12/05/2021 06:07:30,0.003,12/05/2021 06:07:30,0.002,12/05/2021 06:07:30,37,12/05/2021 06:07:30,37,12/05/2021 06:07:30,0,12/05/2021 06:07:30,0
12/05/2021 06:01:30,2.334,12/05/2021 06:13:30,2.315,12/05/2021 06:13:30,0.002,12/05/2021 06:13:30,0.002,12/05/2021 06:13:30,37,12/05/2021 06:13:30,37,12/05/2021 06:13:30,0,12/05/2021 06:13:30,0
12/05/2021 06:07:30,2.323,12/05/2021 06:19:30,2.304,12/05/2021 06:19:30,0.002,12/05/2021 06:19:30,0.002,12/05/2021 06:19:30,37,12/05/2021 06:19:30,37,12/05/2021 06:19:30,0,12/05/2021 06:19:30,0
12/05/2021 06:13:30,2.313,12/05/2021 06:25:30,2.295,12/05/2021 06:25:30,0.001,12/05/2021 06:25:30,0.001,12/05/2021 06:25:30,37,12/05/2021 06:25:30,37,12/05/2021 06:25:30,0,12/05/2021 06:25:30,0
12/05/2021 06:19:30,2.303,12/05/2021 06:31:30,2.285,12/05/2021 06:31:30,0.001,12/05/2021 06:31:30,0.001,12/05/2021 06:31:30,37,12/05/2021 06:31:30,37,12/05/2021 06:31:30,0,12/05/2021 06:31:30,0
12/05/2021 06:25:30,2.294,12/05/2021 06:37:30,2.276,12/05/2021 06:37:30,0.001,12/05/2021 06:37:30,0.001,12/05/2021 06:37:30,37,12/05/2021 06:37:30,37,12/05/2021 06:37:30,0,12/05/2021 06:37:30,1
12/05/2021 06:31:30,2.284,12/05/2021 06:43:30,2.269,12/05/2021 06:43:30,0.002,12/05/2021 06:43:30,0.002,12/05/2021 06:43:30,37,12/05/2021 06:43:30,37,12/05/2021 06:43:30,0,12/05/2021 06:43:30,0
12/05/2021 06:37:30,2.275,12/05/2021 06:49:30,2.260,12/05/2021 06:49:30,0.002,12/05/2021 06:49:30,0.002,12/05/2021 06:49:30,37,12/05/2021 06:49:30,37,12/05/2021 06:49:30,0,12/05/2021 06:49:30,0
12/05/2021 06:43:30,2.268,12/05/2021 06:55:30,2.253,12/05/2021 06:55:30,0.002,12/05/2021 06:55:30,0.002,12/05/2021 06:55:30,37,12/05/2021 06:55:30,37,12/05/2021 06:55:30,0,12/05/2021 06:55:30,0
12/05/2021 06:49:30,2.259,12/05/2021 07:01:30,2.245,12/05/2021 07:01:30,0.002,12/05/2021 07:01:30,0.002,12/05/2021 07:01:30,37,12/05/2021 07:01:30,37,12/05/2021 07:01:30,0,12/05/2021 07:01:30,0
12/05/2021 06:55:30,2.252,12/05/2021 07:07:30,2.237,12/05/2021 07:07:30,0.002,12/05/2021 07:07:30,0.001,12/05/2021 07:07:30,37,12/05/2021 07:07:30,37,12/05/2021 07:07:30,1,12/05/2021 07:07:30,1
12/05/2021 07:01:30,2.244,12/05/2021 07:13:30,2.228,12/05/2021 07:13:30,0.002,12/05/2021 07:13:30,0.001,12/05/2021 07:13:30,37,12/05/2021 07:13:30,37,12/05/2021 07:13:30,0,12/05/2021 07:13:30,0
12/05/2021 07:07:30,2.236,12/05/2021 07:19:30,2.220,12/05/2021 07:19:30,0.003,12/05/2021 07:19:30,0.002,12/05/2021 07:19:30,37,12/05/2021 07:19:30,37,12/05/2021 07:19:30,0,12/05/2021 07:19:30,1
12/05/2021 07:13:30,2.228,12/05/2021 07:25:30,2.213,12/05/2021 07:25:30,0.004,12/05/2021 07:25:30,0.003,12/05/2021 07:25:30,37,12/05/2021 07:25:30,37,12/05/2021 07:25:30,0,12/05/2021 07:25:30,0
12/05/2021 07:19:30,2.219,12/05/2021 07:31:30,2.210,12/05/2021 07:31:30,0.004,12/05/2021 07:31:30,0.003,12/05/2021 07:31:30,37,12/05/2021 07:31:30,37,12/05/2021 07:31:30,0,12/05/2021 07:31:30,0
12/05/2021 07:25:30,2.212,12/05/2021 07:37:30,2.206,12/05/2021 07:37:30,0.003,12/05/2021 07:37:30,0.002,12/05/2021 07:37:30,37,12/05/2021 07:37:30,37,12/05/2021 07:37:30,0,12/05/2021 07:37:30,0
12/05/2021 07:31:30,2.208,12/05/2021 07:43:30,2.201,12/05/2021 07:43:30,0.002,12/05/2021 07:43:30,0.002,12/05/2021 07:43:30,37,12/05/2021 07:43:30,37,12/05/2021 07:43:30,0,12/05/2021 07:43:30,0
12/05/2021 07:37:30,2.205,12/05/2021 07:49:30,2.194,12/05/2021 07:49:30,0.002,12/05/2021 07:49:30,0.001,12/05/2021 07:49:30,37,12/05/2021 07:49:30,37,12/05/2021 07:49:30,0,12/05/2021 07:49:30,0
12/05/2021 07:43:30,2.199,12/05/2021 07:55:30,2.188,12/05/2021 07:55:30,0.003,12/05/2021 07:55:30,0.002,12/05/2021 07:55:30,37,12/05/2021 07:55:30,37,12/05/2021 07:55:30,0,12/05/2021 07:55:30,0
12/05/2021 07:49:30,2.193,12/05/2021 08:01:30,2.181,12/05/2021 08:01:30,0.003,12/05/2021 08:01:30,0.002,12/05/2021 08:01:30,37,12/05/2021 08:01:30,37,12/05/2021 08:01:30,0,12/05/2021 08:01:30,0
12/05/2021 07:55:30,2.187,12/05/2021 08:07:30,2.174,12/05/2021 08:07:30,0.003,12/05/2021 08:07:30,0.003,12/05/2021 08:07:30,37,12/05/2021 08:07:30,37,12/05/2021 08:07:30,0,12/05/2021 08:07:30,0
12/05/2021 08:01:30,2.180,12/05/2021 08:13:30,2.169,12/05/2021 08:13:30,0.002,12/05/2021 08:13:30,0.002,12/05/2021 08:13:30,37,12/05/2021 08:13:30,37,12/05/2021 08:13:30,0,12/05/2021 08:13:30,0
12/05/2021 08:07:30,2.173,12/05/2021 08:19:30,2.165,12/05/2021 08:19:30,0.003,12/05/2021 08:19:30,0.002,12/05/2021 08:19:30,37,12/05/2021 08:19:30,37,12/05/2021 08:19:30,0,12/05/2021 08:19:30,0
12/05/2021 08:13:30,2.168,12/05/2021 08:25:30,2.159,12/05/2021 08:25:30,0.002,12/05/2021 08:25:30,0.003,12/05/2021 08:25:30,37,12/05/2021 08:25:30,37,12/05/2021 08:25:30,0,12/05/2021 08:25:30,0
12/05/2021 08:19:30,2.164,12/05/2021 08:31:30,2.152,12/05/2021 08:31:30,0.002,12/05/2021 08:31:30,0.002,12/05/2021 08:31:30,37,12/05/2021 08:31:30,37,12/05/2021 08:31:30,0,12/05/2021 08:31:30,0
12/05/2021 08:25:30,2.158,12/05/2021 08:37:30,2.145,12/05/2021 08:37:30,0.002,12/05/2021 08:37:30,0.002,12/05/2021 08:37:30,37,12/05/2021 08:37:30,37,12/05/2021 08:37:30,0,12/05/2021 08:37:30,0
12/05/2021 08:31:30,2.151,12/05/2021 08:43:30,2.140,12/05/2021 08:43:30,0.002,12/05/2021 08:43:30,0.002,12/05/2021 08:43:30,37,12/05/2021 08:43:30,37,12/05/2021 08:43:30,0,12/05/2021 08:43:30,0
12/05/2021 08:37:30,2.144,12/05/2021 08:49:30,2.135,12/05/2021 08:49:30,0.002,12/05/2021 08:49:30,0.002,12/05/2021 08:49:30,37,12/05/2021 08:49:30,37,12/05/2021 08:49:30,0,12/05/2021 08:49:30,0
12/05/2021 08:43:30,2.139,12/05/2021 08:55:30,2.129,12/05/2021 08:55:30,0.003,12/05/2021 08:55:30,0.003,12/05/2021 08:55:30,37,12/05/2021 08:55:30,37,12/05/2021 08:55:30,0,12/05/2021 08:55:30,0
12/05/2021 08:49:30,2.133,12/05/2021 09:01:30,2.123,12/05/2021 09:01:30,0.002,12/05/2021 09:01:30,0.002,12/05/2021 09:01:30,37,12/05/2021 09:01:30,37,12/05/2021 09:01:30,0,12/05/2021 09:01:30,0
12/05/2021 08:55:30,2.128,12/05/2021 09:07:30,2.120,12/05/2021 09:07:30,0.002,12/05/2021 09:07:30,0.002,12/05/2021 09:07:30,37,12/05/2021 09:07:30,37,12/05/2021 09:07:30,0,12/05/2021 09:07:30,0
