AVG_time,AVG,AVGSDI_time,AVGSDI,STD_time,STD,STDSDI_time,STDSDI,CNT_time,CNT,CNTSDI_time,CNTSDI,OUT_time,OUT,OUTSDI_time,OUTSDI
11/30/2021 19:01:30,2.473,11/30/2021 19:13:30,2.486,11/30/2021 19:13:30,0.004,11/30/2021 19:13:30,0.002,11/30/2021 19:13:30,37,11/30/2021 19:13:30,37,11/30/2021 19:13:30,0,11/30/2021 19:13:30,0
11/30/2021 19:07:30,2.477,11/30/2021 19:19:30,2.492,11/30/2021 19:19:30,0.003,11/30/2021 19:19:30,0.002,11/30/2021 19:19:30,37,11/30/2021 19:19:30,37,11/30/2021 19:19:30,0,11/30/2021 19:19:30,0
11/30/2021 19:13:30,2.484,11/30/2021 19:25:30,2.497,11/30/2021 19:25:30,0.003,11/30/2021 19:25:30,0.002,11/30/2021 19:25:30,37,11/30/2021 19:25:30,37,11/30/2021 19:25:30,0,11/30/2021 19:25:30,0
11/30/2021 19:19:30,2.490,11/30/2021 19:31:30,2.503,11/30/2021 19:31:30,0.005,11/30/2021 19:31:30,0.003,11/30/2021 19:31:30,37,11/30/2021 19:31:30,37,11/30/2021 19:31:30,0,11/30/2021 19:31:30,0
11/30/2021 19:25:30,2.495,11/30/2021 19:37:30,2.511,11/30/2021 19:37:30,0.003,11/30/2021 19:37:30,0.002,11/30/2021 19:37:30,37,11/30/2021 19:37:30,37,11/30/2021 19:37:30,0,11/30/2021 19:37:30,0
11/30/2021 19:31:30,2.500,11/30/2021 19:43:30,2.512,11/30/2021 19:43:30,0.004,11/30/2021 19:43:30,0.000,11/30/2021 19:43:30,37,11/30/2021 19:43:30,37,11/30/2021 19:43:30,0,11/30/2021 19:43:30,0
11/30/2021 19:37:30,2.507,11/30/2021 19:49:30,2.512,11/30/2021 19:49:30,0.003,11/30/2021 19:49:30,0.000,11/30/2021 19:49:30,37,11/30/2021 19:49:30,37,11/30/2021 19:49:30,0,11/30/2021 19:49:30,0
11/30/2021 19:43:30,2.519,11/30/2021 19:55:30,2.534,11/30/2021 19:55:30,0.003,11/30/2021 19:55:30,0.002,11/30/2021 19:55:30,37,11/30/2021 19:55:30,37,11/30/2021 19:55:30,0,11/30/2021 19:55:30,0
11/30/2021 19:49:30,2.524,11/30/2021 20:01:30,2.544,11/30/2021 20:01:30,0.003,11/30/2021 20:01:30,0.003,11/30/2021 20:01:30,37,11/30/2021 20:01:30,37,11/30/2021 20:01:30,0,11/30/2021 20:01:30,0
11/30/2021 19:55:30,2.533,11/30/2021 20:07:30,2.551,11/30/2021 20:07:30,0.003,11/30/2021 20:07:30,0.003,11/30/2021 20:07:30,37,11/30/2021 20:07:30,37,11/30/2021 20:07:30,0,11/30/2021 20:07:30,0
11/30/2021 20:01:30,2.542,11/30/2021 20:13:30,2.558,11/30/2021 20:13:30,0.003,11/30/2021 20:13:30,0.002,11/30/2021 20:13:30,37,11/30/2021 20:13:30,37,11/30/2021 20:13:30,0,11/30/2021 20:13:30,0
11/30/2021 20:07:30,2.550,11/30/2021 20:19:30,2.564,11/30/2021 20:19:30,0.003,11/30/2021 20:19:30,0.001,11/30/2021 20:19:30,37,11/30/2021 20:19:30,37,11/30/2021 20:19:30,0,11/30/2021 20:19:30,1
11/30/2021 20:13:30,2.557,11/30/2021 20:25:30,2.572,11/30/2021 20:25:30,0.004,11/30/2021 20:25:30,0.002,11/30/2021 20:25:30,37,11/30/2021 20:25:30,37,11/30/2021 20:25:30,0,11/30/2021 20:25:30,0
11/30/2021 20:19:30,2.562,11/30/2021 20:31:30,2.581,11/30/2021 20:31:30,0.004,11/30/2021 20:31:30,0.002,11/30/2021 20:31:30,37,11/30/2021 20:31:30,37,11/30/2021 20:31:30,0,11/30/2021 20:31:30,0
11/30/2021 20:25:30,2.570,11/30/2021 20:37:30,2.586,11/30/2021 20:37:30,0.005,11/30/2021 20:37:30,0.002,11/30/2021 20:37:30,37,11/30/2021 20:37:30,37,11/30/2021 20:37:30,0,11/30/2021 20:37:30,0
11/30/2021 20:31:30,2.579,11/30/2021 20:43:30,2.594,11/30/2021 20:43:30,0.004,11/30/2021 20:43:30,0.002,11/30/2021 20:43:30,37,11/30/2021 20:43:30,37,11/30/2021 20:43:30,0,11/30/2021 20:43:30,0
11/30/2021 20:37:30,2.584,11/30/2021 20:49:30,2.599,11/30/2021 20:49:30,0.004,11/30/2021 20:49:30,0.002,11/30/2021 20:49:30,37,11/30/2021 20:49:30,37,11/30/2021 20:49:30,0,11/30/2021 20:49:30,0
11/30/2021 20:43:30,2.592,11/30/2021 20:55:30,2.605,11/30/2021 20:55:30,0.003,11/30/2021 20:55:30,0.002,11/30/2021 20:55:30,37,11/30/2021 20:55:30,37,11/30/2021 20:55:30,0,11/30/2021 20:55:30,0
11/30/2021 20:49:30,2.597,11/30/2021 21:01:30,2.611,11/30/2021 21:01:30,0.004,11/30/2021 21:01:30,0.003,11/30/2021 21:01:30,37,11/30/2021 21:01:30,37,11/30/2021 21:01:30,0,11/30/2021 21:01:30,0
11/30/2021 20:55:30,2.603,11/30/2021 21:07:30,2.618,11/30/2021 21:07:30,0.003,11/30/2021 21:07:30,0.002,11/30/2021 21:07:30,37,11/30/2021 21:07:30,37,11/30/2021 21:07:30,0,11/30/2021 21:07:30,0
11/30/2021 21:01:30,2.609,11/30/2021 21:13:30,2.624,11/30/2021 21:13:30,0.004,11/30/2021 21:13:30,0.002,11/30/2021 21:13:30,37,11/30/2021 21:13:30,37,11/30/2021 21:13:30,0,11/30/2021 21:13:30,1
11/30/2021 21:07:30,2.616,11/30/2021 21:19:30,2.630,11/30/2021 21:19:30,0.004,11/30/2021 21:19:30,0.002,11/30/2021 21:19:30,37,11/30/2021 21:19:30,37,11/30/2021 21:19:30,0,11/30/2021 21:19:30,0
11/30/2021 21:13:30,2.623,11/30/2021 21:25:30,2.638,11/30/2021 21:25:30,0.003,11/30/2021 21:25:30,0.002,11/30/2021 21:25:30,37,11/30/2021 21:25:30,37,11/30/2021 21:25:30,0,11/30/2021 21:25:30,0
11/30/2021 21:19:30,2.627,11/30/2021 21:31:30,2.644,11/30/2021 21:31:30,0.003,11/30/2021 21:31:30,0.002,11/30/2021 21:31:30,37,11/30/2021 21:31:30,37,11/30/2021 21:31:30,0,11/30/2021 21:31:30,0
11/30/2021 21:25:30,2.637,11/30/2021 21:37:30,2.653,11/30/2021 21:37:30,0.004,11/30/2021 21:37:30,0.002,11/30/2021 21:37:30,37,11/30/2021 21:37:30,37,11/30/2021 21:37:30,0,11/30/2021 21:37:30,0
11/30/2021 21:31:30,2.643,11/30/2021 21:43:30,2.660,11/30/2021 21:43:30,0.005,11/30/2021 21:43:30,0.002,11/30/2021 21:43:30,37,11/30/2021 21:43:30,37,11/30/2021 21:43:30,0,11/30/2021 21:43:30,0
11/30/2021 21:37:30,2.651,11/30/2021 21:49:30,2.666,11/30/2021 21:49:30,0.004,11/30/2021 21:49:30,0.002,11/30/2021 21:49:30,37,11/30/2021 21:49:30,37,11/30/2021 21:49:30,0,11/30/2021 21:49:30,0
11/30/2021 21:43:30,2.658,11/30/2021 21:55:30,2.673,11/30/2021 21:55:30,0.003,11/30/2021 21:55:30,0.001,11/30/2021 21:55:30,37,11/30/2021 21:55:30,37,11/30/2021 21:55:30,0,11/30/2021 21:55:30,2
11/30/2021 21:49:30,2.665,11/30/2021 22:01:30,2.677,11/30/2021 22:01:30,0.003,11/30/2021 22:01:30,0.002,11/30/2021 22:01:30,37,11/30/2021 22:01:30,37,11/30/2021 22:01:30,0,11/30/2021 22:01:30,0
11/30/2021 21:55:30,2.671,11/30/2021 22:07:30,2.682,11/30/2021 22:07:30,0.003,11/30/2021 22:07:30,0.003,11/30/2021 22:07:30,37,11/30/2021 22:07:30,37,11/30/2021 22:07:30,0,11/30/2021 22:07:30,0
11/30/2021 22:01:30,2.676,11/30/2021 22:13:30,2.686,11/30/2021 22:13:30,0.003,11/30/2021 22:13:30,0.001,11/30/2021 22:13:30,37,11/30/2021 22:13:30,37,11/30/2021 22:13:30,0,11/30/2021 22:13:30,0
11/30/2021 22:07:30,2.680,11/30/2021 22:19:30,2.691,11/30/2021 22:19:30,0.003,11/30/2021 22:19:30,0.002,11/30/2021 22:19:30,37,11/30/2021 22:19:30,37,11/30/2021 22:19:30,0,11/30/2021 22:19:30,1
11/30/2021 22:13:30,2.685,11/30/2021 22:25:30,2.695,11/30/2021 22:25:30,0.003,11/30/2021 22:25:30,0.002,11/30/2021 22:25:30,37,11/30/2021 22:25:30,37,11/30/2021 22:25:30,0,11/30/2021 22:25:30,1
11/30/2021 22:19:30,2.689,11/30/2021 22:31:30,2.701,11/30/2021 22:31:30,0.004,11/30/2021 22:31:30,0.002,11/30/2021 22:31:30,37,11/30/2021 22:31:30,37,11/30/2021 22:31:30,0,11/30/2021 22:31:30,0
11/30/2021 22:25:30,2.694,11/30/2021 22:37:30,2.705,11/30/2021 22:37:30,0.004,11/30/2021 22:37:30,0.003,11/30/2021 22:37:30,37,11/30/2021 22:37:30,37,11/30/2021 22:37:30,0,11/30/2021 22:37:30,0
11/30/2021 22:31:30,2.699,11/30/2021 22:43:30,2.707,11/30/2021 22:43:30,0.003,11/30/2021 22:43:30,0.002,11/30/2021 22:43:30,37,11/30/2021 22:43:30,37,11/30/2021 22:43:30,0,11/30/2021 22:43:30,0
11/30/2021 22:37:30,2.703,11/30/2021 22:49:30,2.711,11/30/2021 22:49:30,0.005,11/30/2021 22:49:30,0.002,11/30/2021 22:49:30,37,11/30/2021 22:49:30,37,11/30/2021 22:49:30,0,11/30/2021 22:49:30,0
11/30/2021 22:43:30,2.706,11/30/2021 22:55:30,2.712,11/30/2021 22:55:30,0.003,11/30/2021 22:55:30,0.002,11/30/2021 22:55:30,37,11/30/2021 22:55:30,37,11/30/2021 22:55:30,0,11/30/2021 22:55:30,0
11/30/2021 22:49:30,2.709,11/30/2021 23:01:30,2.715,11/30/2021 23:01:30,0.004,11/30/2021 23:01:30,0.003,11/30/2021 23:01:30,37,11/30/2021 23:01:30,37,11/30/2021 23:01:30,0,11/30/2021 23:01:30,0
11/30/2021 22:55:30,2.711,11/30/2021 23:07:30,2.718,11/30/2021 23:07:30,0.004,11/30/2021 23:07:30,0.002,11/30/2021 23:07:30,37,11/30/2021 23:07:30,37,11/30/2021 23:07:30,0,11/30/2021 23:07:30,0
11/30/2021 23:01:30,2.713,11/30/2021 23:13:30,2.719,11/30/2021 23:13:30,0.003,11/30/2021 23:13:30,0.002,11/30/2021 23:13:30,37,11/30/2021 23:13:30,37,11/30/2021 23:13:30,0,11/30/2021 23:13:30,0
11/30/2021 23:07:30,2.717,11/30/2021 23:19:30,2.721,11/30/2021 23:19:30,0.003,11/30/2021 23:19:30,0.002,11/30/2021 23:19:30,37,11/30/2021 23:19:30,37,11/30/2021 23:19:30,0,11/30/2021 23:19:30,0
11/30/2021 23:13:30,2.718,11/30/2021 23:25:30,2.720,11/30/2021 23:25:30,0.004,11/30/2021 23:25:30,0.002,11/30/2021 23:25:30,37,11/30/2021 23:25:30,37,11/30/2021 23:25:30,0,11/30/2021 23:25:30,0
11/30/2021 23:19:30,2.719,11/30/2021 23:31:30,2.720,11/30/2021 23:31:30,0.003,11/30/2021 23:31:30,0.002,11/30/2021 23:31:30,37,11/30/2021 23:31:30,37,11/30/2021 23:31:30,0,11/30/2021 23:31:30,0
11/30/2021 23:25:30,2.718,11/30/2021 23:37:30,2.717,11/30/2021 23:37:30,0.003,11/30/2021 23:37:30,0.002,11/30/2021 23:37:30,37,11/30/2021 23:37:30,37,11/30/2021 23:37:30,0,11/30/2021 23:37:30,0
11/30/2021 23:31:30,2.718,11/30/2021 23:43:30,2.716,11/30/2021 23:43:30,0.004,11/30/2021 23:43:30,0.003,11/30/2021 23:43:30,37,11/30/2021 23:43:30,37,11/30/2021 23:43:30,0,11/30/2021 23:43:30,0
11/30/2021 23:37:30,2.715,11/30/2021 23:49:30,2.713,11/30/2021 23:49:30,0.003,11/30/2021 23:49:30,0.002,11/30/2021 23:49:30,37,11/30/2021 23:49:30,37,11/30/2021 23:49:30,0,11/30/2021 23:49:30,0
11/30/2021 23:43:30,2.714,11/30/2021 23:55:30,2.710,11/30/2021 23:55:30,0.003,11/30/2021 23:55:30,0.000,11/30/2021 23:55:30,37,11/30/2021 23:55:30,37,11/30/2021 23:55:30,0,11/30/2021 23:55:30,0
11/30/2021 23:49:30,2.712,12/01/2021 00:01:30,2.710,12/01/2021 00:01:30,0.003,12/01/2021 00:01:30,0.000,12/01/2021 00:01:30,37,12/01/2021 00:01:30,37,12/01/2021 00:01:30,0,12/01/2021 00:01:30,0
11/30/2021 23:55:30,2.710,12/01/2021 00:07:30,2.705,12/01/2021 00:07:30,0.004,12/01/2021 00:07:30,0.003,12/01/2021 00:07:30,37,12/01/2021 00:07:30,37,12/01/2021 00:07:30,0,12/01/2021 00:07:30,0
12/01/2021 00:01:30,2.708,12/01/2021 00:13:30,2.700,12/01/2021 00:13:30,0.003,12/01/2021 00:13:30,0.002,12/01/2021 00:13:30,37,12/01/2021 00:13:30,37,12/01/2021 00:13:30,0,12/01/2021 00:13:30,0
12/01/2021 00:07:30,2.703,12/01/2021 00:19:30,2.694,12/01/2021 00:19:30,0.003,12/01/2021 00:19:30,0.002,12/01/2021 00:19:30,37,12/01/2021 00:19:30,37,12/01/2021 00:19:30,0,12/01/2021 00:19:30,0
12/01/2021 00:13:30,2.698,12/01/2021 00:25:30,2.689,12/01/2021 00:25:30,0.004,12/01/2021 00:25:30,0.002,12/01/2021 00:25:30,37,12/01/2021 00:25:30,37,12/01/2021 00:25:30,0,12/01/2021 00:25:30,1
12/01/2021 00:19:30,2.692,12/01/2021 00:31:30,2.683,12/01/2021 00:31:30,0.003,12/01/2021 00:31:30,0.002,12/01/2021 00:31:30,37,12/01/2021 00:31:30,37,12/01/2021 00:31:30,0,12/01/2021 00:31:30,0
12/01/2021 00:25:30,2.687,12/01/2021 00:37:30,2.677,12/01/2021 00:37:30,0.003,12/01/2021 00:37:30,0.002,12/01/2021 00:37:30,37,12/01/2021 00:37:30,37,12/01/2021 00:37:30,0,12/01/2021 00:37:30,0
12/01/2021 00:31:30,2.681,12/01/2021 00:43:30,2.672,12/01/2021 00:43:30,0.004,12/01/2021 00:43:30,0.003,12/01/2021 00:43:30,37,12/01/2021 00:43:30,37,12/01/2021 00:43:30,0,12/01/2021 00:43:30,0
12/01/2021 00:37:30,2.675,12/01/2021 00:49:30,2.663,12/01/2021 00:49:30,0.003,12/01/2021 00:49:30,0.003,12/01/2021 00:49:30,37,12/01/2021 00:49:30,37,12/01/2021 00:49:30,0,12/01/2021 00:49:30,0
12/01/2021 00:43:30,2.670,12/01/2021 00:55:30,2.654,12/01/2021 00:55:30,0.003,12/01/2021 00:55:30,0.002,12/01/2021 00:55:30,37,12/01/2021 00:55:30,37,12/01/2021 00:55:30,0,12/01/2021 00:55:30,0
12/01/2021 00:49:30,2.661,12/01/2021 01:01:30,2.645,12/01/2021 01:01:30,0.003,12/01/2021 01:01:30,0.002,12/01/2021 01:01:30,37,12/01/2021 01:01:30,37,12/01/2021 01:01:30,0,12/01/2021 01:01:30,0
12/01/2021 00:55:30,2.653,12/01/2021 01:07:30,2.636,12/01/2021 01:07:30,0.004,12/01/2021 01:07:30,0.002,12/01/2021 01:07:30,37,12/01/2021 01:07:30,37,12/01/2021 01:07:30,0,12/01/2021 01:07:30,0
12/01/2021 01:01:30,2.643,12/01/2021 01:13:30,2.625,12/01/2021 01:13:30,0.003,12/01/2021 01:13:30,0.002,12/01/2021 01:13:30,37,12/01/2021 01:13:30,37,12/01/2021 01:13:30,0,12/01/2021 01:13:30,0
12/01/2021 01:07:30,2.634,12/01/2021 01:19:30,2.617,12/01/2021 01:19:30,0.003,12/01/2021 01:19:30,0.003,12/01/2021 01:19:30,37,12/01/2021 01:19:30,37,12/01/2021 01:19:30,0,12/01/2021 01:19:30,0
12/01/2021 01:13:30,2.624,12/01/2021 01:25:30,2.607,12/01/2021 01:25:30,0.003,12/01/2021 01:25:30,0.003,12/01/2021 01:25:30,37,12/01/2021 01:25:30,37,12/01/2021 01:25:30,0,12/01/2021 01:25:30,0
12/01/2021 01:19:30,2.615,12/01/2021 01:31:30,2.598,12/01/2021 01:31:30,0.003,12/01/2021 01:31:30,0.002,12/01/2021 01:31:30,37,12/01/2021 01:31:30,37,12/01/2021 01:31:30,0,12/01/2021 01:31:30,0
12/01/2021 01:25:30,2.606,12/01/2021 01:37:30,2.588,12/01/2021 01:37:30,0.003,12/01/2021 01:37:30,0.003,12/01/2021 01:37:30,37,12/01/2021 01:37:30,37,12/01/2021 01:37:30,0,12/01/2021 01:37:30,0
12/01/2021 01:31:30,2.597,12/01/2021 01:43:30,2.578,12/01/2021 01:43:30,0.003,12/01/2021 01:43:30,0.003,12/01/2021 01:43:30,37,12/01/2021 01:43:30,37,12/01/2021 01:43:30,0,12/01/2021 01:43:30,0
12/01/2021 01:37:30,2.586,12/01/2021 01:49:30,2.568,12/01/2021 01:49:30,0.003,12/01/2021 01:49:30,0.002,12/01/2021 01:49:30,37,12/01/2021 01:49:30,37,12/01/2021 01:49:30,0,12/01/2021 01:49:30,0
12/01/2021 01:43:30,2.576,12/01/2021 01:55:30,2.557,12/01/2021 01:55:30,0.004,12/01/2021 01:55:30,0.004,12/01/2021 01:55:30,37,12/01/2021 01:55:30,37,12/01/2021 01:55:30,0,12/01/2021 01:55:30,0
12/01/2021 01:49:30,2.566,12/01/2021 02:01:30,2.551,12/01/2021 02:01:30,0.004,12/01/2021 02:01:30,0.003,12/01/2021 02:01:30,37,12/01/2021 02:01:30,37,12/01/2021 02:01:30,0,12/01/2021 02:01:30,0
12/01/2021 01:55:30,2.555,12/01/2021 02:07:30,2.544,12/01/2021 02:07:30,0.003,12/01/2021 02:07:30,0.003,12/01/2021 02:07:30,37,12/01/2021 02:07:30,37,12/01/2021 02:07:30,0,12/01/2021 02:07:30,0
12/01/2021 02:01:30,2.549,12/01/2021 02:13:30,2.533,12/01/2021 02:13:30,0.004,12/01/2021 02:13:30,0.004,12/01/2021 02:13:30,37,12/01/2021 02:13:30,37,12/01/2021 02:13:30,0,12/01/2021 02:13:30,0
12/01/2021 02:07:30,2.542,12/01/2021 02:19:30,2.526,12/01/2021 02:19:30,0.004,12/01/2021 02:19:30,0.004,12/01/2021 02:19:30,37,12/01/2021 02:19:30,37,12/01/2021 02:19:30,0,12/01/2021 02:19:30,0
12/01/2021 02:13:30,2.532,12/01/2021 02:25:30,2.513,12/01/2021 02:25:30,0.003,12/01/2021 02:25:30,0.003,12/01/2021 02:25:30,37,12/01/2021 02:25:30,37,12/01/2021 02:25:30,0,12/01/2021 02:25:30,0
12/01/2021 02:19:30,2.524,12/01/2021 02:31:30,2.503,12/01/2021 02:31:30,0.003,12/01/2021 02:31:30,0.002,12/01/2021 02:31:30,37,12/01/2021 02:31:30,37,12/01/2021 02:31:30,0,12/01/2021 02:31:30,0
12/01/2021 02:25:30,2.511,12/01/2021 02:37:30,2.495,12/01/2021 02:37:30,0.002,12/01/2021 02:37:30,0.002,12/01/2021 02:37:30,37,12/01/2021 02:37:30,37,12/01/2021 02:37:30,0,12/01/2021 02:37:30,0
12/01/2021 02:31:30,2.501,12/01/2021 02:43:30,2.486,12/01/2021 02:43:30,0.003,12/01/2021 02:43:30,0.002,12/01/2021 02:43:30,37,12/01/2021 02:43:30,37,12/01/2021 02:43:30,0,12/01/2021 02:43:30,0
12/01/2021 02:37:30,2.494,12/01/2021 02:49:30,2.479,12/01/2021 02:49:30,0.003,12/01/2021 02:49:30,0.003,12/01/2021 02:49:30,37,12/01/2021 02:49:30,37,12/01/2021 02:49:30,0,12/01/2021 02:49:30,0
12/01/2021 02:43:30,2.484,12/01/2021 02:55:30,2.468,12/01/2021 02:55:30,0.002,12/01/2021 02:55:30,0.002,12/01/2021 02:55:30,37,12/01/2021 02:55:30,37,12/01/2021 02:55:30,0,12/01/2021 02:55:30,0
12/01/2021 02:49:30,2.477,12/01/2021 03:01:30,2.459,12/01/2021 03:01:30,0.003,12/01/2021 03:01:30,0.002,12/01/2021 03:01:30,37,12/01/2021 03:01:30,37,12/01/2021 03:01:30,0,12/01/2021 03:01:30,0
12/01/2021 02:55:30,2.467,12/01/2021 03:07:30,2.448,12/01/2021 03:07:30,0.004,12/01/2021 03:07:30,0.004,12/01/2021 03:07:30,37,12/01/2021 03:07:30,37,12/01/2021 03:07:30,0,12/01/2021 03:07:30,0
12/01/2021 03:01:30,2.458,12/01/2021 03:13:30,2.441,12/01/2021 03:13:30,0.003,12/01/2021 03:13:30,0.003,12/01/2021 03:13:30,37,12/01/2021 03:13:30,37,12/01/2021 03:13:30,0,12/01/2021 03:13:30,0
12/01/2021 03:07:30,2.447,12/01/2021 03:19:30,2.430,12/01/2021 03:19:30,0.003,12/01/2021 03:19:30,0.002,12/01/2021 03:19:30,37,12/01/2021 03:19:30,37,12/01/2021 03:19:30,0,12/01/2021 03:19:30,0
12/01/2021 03:13:30,2.439,12/01/2021 03:25:30,2.425,12/01/2021 03:25:30,0.002,12/01/2021 03:25:30,0.002,12/01/2021 03:25:30,37,12/01/2021 03:25:30,37,12/01/2021 03:25:30,0,12/01/2021 03:25:30,0
12/01/2021 03:19:30,2.429,12/01/2021 03:31:30,2.416,12/01/2021 03:31:30,0.001,12/01/2021 03:31:30,0.001,12/01/2021 03:31:30,37,12/01/2021 03:31:30,37,12/01/2021 03:31:30,0,12/01/2021 03:31:30,0
12/01/2021 03:25:30,2.424,12/01/2021 03:37:30,2.406,12/01/2021 03:37:30,0.002,12/01/2021 03:37:30,0.002,12/01/2021 03:37:30,37,12/01/2021 03:37:30,37,12/01/2021 03:37:30,0,12/01/2021 03:37:30,0
12/01/2021 03:31:30,2.415,12/01/2021 03:43:30,2.399,12/01/2021 03:43:30,0.002,12/01/2021 03:43:30,0.001,12/01/2021 03:43:30,37,12/01/2021 03:43:30,37,12/01/2021 03:43:30,0,12/01/2021 03:43:30,0
12/01/2021 03:37:30,2.405,12/01/2021 03:49:30,2.389,12/01/2021 03:49:30,0.001,12/01/2021 03:49:30,0.001,12/01/2021 03:49:30,37,12/01/2021 03:49:30,37,12/01/2021 03:49:30,1,12/01/2021 03:49:30,1
12/01/2021 03:43:30,2.398,12/01/2021 03:55:30,2.379,12/01/2021 03:55:30,0.002,12/01/2021 03:55:30,0.002,12/01/2021 03:55:30,37,12/01/2021 03:55:30,37,12/01/2021 03:55:30,0,12/01/2021 03:55:30,0
12/01/2021 03:49:30,2.388,12/01/2021 04:01:30,2.371,12/01/2021 04:01:30,0.003,12/01/2021 04:01:30,0.002,12/01/2021 04:01:30,37,12/01/2021 04:01:30,37,12/01/2021 04:01:30,0,12/01/2021 04:01:30,0
12/01/2021 03:55:30,2.378,12/01/2021 04:07:30,2.365,12/01/2021 04:07:30,0.003,12/01/2021 04:07:30,0.000,12/01/2021 04:07:30,37,12/01/2021 04:07:30,37,12/01/2021 04:07:30,0,12/01/2021 04:07:30,1
12/01/2021 04:01:30,2.369,12/01/2021 04:13:30,2.365,12/01/2021 04:13:30,0.003,12/01/2021 04:13:30,0.000,12/01/2021 04:13:30,37,12/01/2021 04:13:30,37,12/01/2021 04:13:30,0,12/01/2021 04:13:30,0
12/01/2021 04:07:30,2.362,12/01/2021 04:19:30,2.359,12/01/2021 04:19:30,0.002,12/01/2021 04:19:30,0.009,12/01/2021 04:19:30,37,12/01/2021 04:19:30,37,12/01/2021 04:19:30,0,12/01/2021 04:19:30,0
12/01/2021 04:13:30,2.354,12/01/2021 04:25:30,2.341,12/01/2021 04:25:30,0.002,12/01/2021 04:25:30,0.002,12/01/2021 04:25:30,37,12/01/2021 04:25:30,37,12/01/2021 04:25:30,0,12/01/2021 04:25:30,0
12/01/2021 04:19:30,2.347,12/01/2021 04:31:30,2.334,12/01/2021 04:31:30,0.002,12/01/2021 04:31:30,0.002,12/01/2021 04:31:30,37,12/01/2021 04:31:30,37,12/01/2021 04:31:30,0,12/01/2021 04:31:30,0
12/01/2021 04:25:30,2.340,12/01/2021 04:37:30,2.326,12/01/2021 04:37:30,0.002,12/01/2021 04:37:30,0.001,12/01/2021 04:37:30,37,12/01/2021 04:37:30,37,12/01/2021 04:37:30,0,12/01/2021 04:37:30,0
12/01/2021 04:31:30,2.333,12/01/2021 04:43:30,2.319,12/01/2021 04:43:30,0.002,12/01/2021 04:43:30,0.001,12/01/2021 04:43:30,37,12/01/2021 04:43:30,37,12/01/2021 04:43:30,0,12/01/2021 04:43:30,0
12/01/2021 04:37:30,2.325,12/01/2021 04:49:30,2.314,12/01/2021 04:49:30,0.002,12/01/2021 04:49:30,0.001,12/01/2021 04:49:30,37,12/01/2021 04:49:30,37,12/01/2021 04:49:30,0,12/01/2021 04:49:30,0
12/01/2021 04:43:30,2.318,12/01/2021 04:55:30,2.307,12/01/2021 04:55:30,0.002,12/01/2021 04:55:30,0.001,12/01/2021 04:55:30,37,12/01/2021 04:55:30,37,12/01/2021 04:55:30,0,12/01/2021 04:55:30,0
12/01/2021 04:49:30,2.313,12/01/2021 05:01:30,2.299,12/01/2021 05:01:30,0.003,12/01/2021 05:01:30,0.002,12/01/2021 05:01:30,37,12/01/2021 05:01:30,37,12/01/2021 05:01:30,0,12/01/2021 05:01:30,0
12/01/2021 04:55:30,2.305,12/01/2021 05:07:30,2.292,12/01/2021 05:07:30,0.003,12/01/2021 05:07:30,0.002,12/01/2021 05:07:30,37,12/01/2021 05:07:30,37,12/01/2021 05:07:30,0,12/01/2021 05:07:30,0
12/01/2021 05:01:30,2.297,12/01/2021 05:13:30,2.286,12/01/2021 05:13:30,0.003,12/01/2021 05:13:30,0.003,12/01/2021 05:13:30,37,12/01/2021 05:13:30,37,12/01/2021 05:13:30,0,12/01/2021 05:13:30,0
12/01/2021 05:07:30,2.291,12/01/2021 05:19:30,2.282,12/01/2021 05:19:30,0.002,12/01/2021 05:19:30,0.001,12/01/2021 05:19:30,37,12/01/2021 05:19:30,37,12/01/2021 05:19:30,0,12/01/2021 05:19:30,0
12/01/2021 05:13:30,2.285,12/01/2021 05:25:30,2.275,12/01/2021 05:25:30,0.002,12/01/2021 05:25:30,0.001,12/01/2021 05:25:30,37,12/01/2021 05:25:30,37,12/01/2021 05:25:30,0,12/01/2021 05:25:30,0
12/01/2021 05:19:30,2.281,12/01/2021 05:31:30,2.271,12/01/2021 05:31:30,0.001,12/01/2021 05:31:30,0.001,12/01/2021 05:31:30,37,12/01/2021 05:31:30,37,12/01/2021 05:31:30,0,12/01/2021 05:31:30,0
12/01/2021 05:25:30,2.274,12/01/2021 05:37:30,2.263,12/01/2021 05:37:30,0.002,12/01/2021 05:37:30,0.002,12/01/2021 05:37:30,37,12/01/2021 05:37:30,37,12/01/2021 05:37:30,1,12/01/2021 05:37:30,1
12/01/2021 05:31:30,2.270,12/01/2021 05:43:30,2.259,12/01/2021 05:43:30,0.002,12/01/2021 05:43:30,0.002,12/01/2021 05:43:30,37,12/01/2021 05:43:30,37,12/01/2021 05:43:30,0,12/01/2021 05:43:30,0
12/01/2021 05:37:30,2.262,12/01/2021 05:49:30,2.254,12/01/2021 05:49:30,0.002,12/01/2021 05:49:30,0.001,12/01/2021 05:49:30,37,12/01/2021 05:49:30,37,12/01/2021 05:49:30,0,12/01/2021 05:49:30,0
12/01/2021 05:43:30,2.257,12/01/2021 05:55:30,2.250,12/01/2021 05:55:30,0.002,12/01/2021 05:55:30,0.002,12/01/2021 05:55:30,37,12/01/2021 05:55:30,37,12/01/2021 05:55:30,0,12/01/2021 05:55:30,0
