Station Name
99999991
11/29/2021,17:13:30,AVG,0,,B
11/29/2021,17:13:30,STDSDI,0.000,m,G
11/29/2021,17:13:30,STD,0,,B
11/29/2021,17:13:30,CNTSDI,37,Samples,G
11/29/2021,17:13:30,CNT,0,,G
11/29/2021,17:13:30,OUTSDI,0,Samples,G
11/29/2021,17:13:30,OUT,0,,G
11/29/2021,17:19:30,AVGSDI,0.002,m,G
11/29/2021,17:19:30,AVG,0,,B
11/29/2021,17:19:30,STDSDI,0.000,m,G
11/29/2021,17:19:30,STD,0,,B
11/29/2021,17:19:30,CNTSDI,37,Samples,G
11/29/2021,17:19:30,CNT,0,,G
11/29/2021,17:19:30,OUTSDI,0,Samples,G
11/29/2021,17:19:30,OUT,0,,G
11/29/2021,17:25:30,AVG,0,,B
11/29/2021,17:25:30,AVGSDI,0.002,m,G
11/29/2021,17:25:30,STD,0,,B
11/29/2021,17:25:30,STDSDI,0.000,m,G
11/29/2021,17:25:30,CNT,0,,G
11/29/2021,17:25:30,CNTSDI,37,Samples,G
11/29/2021,17:25:30,OUT,0,,G
11/29/2021,17:25:30,OUTSDI,0,Samples,G
11/29/2021,17:31:30,AVG,0,,B
11/29/2021,17:31:30,AVGSDI,0.002,m,G
11/29/2021,17:31:30,STD,0,,B
11/29/2021,17:31:30,STDSDI,0.000,m,G
11/29/2021,17:31:30,CNT,0,,G
11/29/2021,17:31:30,CNTSDI,37,Samples,G
11/29/2021,17:31:30,OUT,0,,G
11/29/2021,17:31:30,OUTSDI,0,Samples,G
11/29/2021,17:37:30,AVG,0,,B
11/29/2021,17:37:30,AVGSDI,0.002,m,G
11/29/2021,17:37:30,STD,0,,B
11/29/2021,17:37:30,STDSDI,0.000,m,G
11/29/2021,17:37:30,CNT,0,,G
11/29/2021,17:37:30,CNTSDI,37,Samples,G
11/29/2021,17:37:30,OUT,0,,G
11/29/2021,17:37:30,OUTSDI,0,Samples,G
11/29/2021,17:43:30,AVG,0,,B
11/29/2021,17:43:30,AVGSDI,0.002,m,G
11/29/2021,17:43:30,STD,0,,B
11/29/2021,17:43:30,STDSDI,0.000,m,G
11/29/2021,17:43:30,CNT,0,,G
11/29/2021,17:43:30,CNTSDI,37,Samples,G
11/29/2021,17:43:30,OUT,0,,G
11/29/2021,17:43:30,OUTSDI,0,Samples,G
11/29/2021,17:49:30,AVG,0,,B
11/29/2021,17:49:30,AVGSDI,0.002,m,G
11/29/2021,17:49:30,STD,0,,B
11/29/2021,17:49:30,STDSDI,0.000,m,G
11/29/2021,17:49:30,CNT,0,,G
11/29/2021,17:49:30,CNTSDI,37,Samples,G
11/29/2021,17:49:30,OUT,0,,G
11/29/2021,17:49:30,OUTSDI,0,Samples,G
11/29/2021,17:55:30,AVG,0,,B
11/29/2021,17:55:30,AVGSDI,0.002,m,G
11/29/2021,17:55:30,STD,0,,B
11/29/2021,17:55:30,STDSDI,0.000,m,G
11/29/2021,17:55:30,CNT,0,,G
11/29/2021,17:55:30,CNTSDI,37,Samples,G
11/29/2021,17:55:30,OUT,0,,G
11/29/2021,17:55:30,OUTSDI,0,Samples,G
11/29/2021,18:01:30,AVG,0,,B
11/29/2021,18:01:30,AVGSDI,0.002,m,G
11/29/2021,18:01:30,STD,0,,B
11/29/2021,18:01:30,STDSDI,0.000,m,G
11/29/2021,18:01:30,CNT,0,,G
11/29/2021,18:01:30,CNTSDI,37,Samples,G
11/29/2021,18:01:30,OUT,0,,G
11/29/2021,18:01:30,OUTSDI,0,Samples,G
11/29/2021,18:07:30,AVG,0,,B
11/29/2021,18:07:30,AVGSDI,0.002,m,G
11/29/2021,18:07:30,STD,0,,B
11/29/2021,18:07:30,STDSDI,0.000,m,G
11/29/2021,18:07:30,CNT,0,,G
11/29/2021,18:07:30,CNTSDI,37,Samples,G
11/29/2021,18:07:30,OUT,0,,G
11/29/2021,18:07:30,OUTSDI,0,Samples,G
11/29/2021,18:13:30,AVG,0,,B
11/29/2021,18:13:30,AVGSDI,0.002,m,G
11/29/2021,18:13:30,STD,0,,B
11/29/2021,18:13:30,STDSDI,0.000,m,G
11/29/2021,18:13:30,CNT,0,,G
11/29/2021,18:13:30,CNTSDI,37,Samples,G
11/29/2021,18:13:30,OUT,0,,G
11/29/2021,18:13:30,OUTSDI,0,Samples,G
11/29/2021,18:19:30,AVG,0,,B
11/29/2021,18:19:30,AVGSDI,0.002,m,G
11/29/2021,18:19:30,STD,0,,B
11/29/2021,18:19:30,STDSDI,0.000,m,G
11/29/2021,18:19:30,CNT,0,,G
11/29/2021,18:19:30,CNTSDI,37,Samples,G
11/29/2021,18:19:30,OUT,0,,G
11/29/2021,18:19:30,OUTSDI,0,Samples,G
11/29/2021,18:25:30,AVG,0,,B
11/29/2021,18:25:30,AVGSDI,0.002,m,G
11/29/2021,18:25:30,STD,0,,B
11/29/2021,18:25:30,STDSDI,0.000,m,G
11/29/2021,18:25:30,CNT,0,,G
11/29/2021,18:25:30,CNTSDI,37,Samples,G
11/29/2021,18:25:30,OUT,0,,G
11/29/2021,18:25:30,OUTSDI,0,Samples,G
11/29/2021,18:31:30,AVG,0,,B
11/29/2021,18:31:30,AVGSDI,0.002,m,G
11/29/2021,18:31:30,STD,0,,B
11/29/2021,18:31:30,STDSDI,0.000,m,G
11/29/2021,18:31:30,CNT,0,,G
11/29/2021,18:31:30,CNTSDI,37,Samples,G
11/29/2021,18:31:30,OUT,0,,G
11/29/2021,18:31:30,OUTSDI,0,Samples,G
11/29/2021,18:37:30,AVG,0,,B
11/29/2021,18:37:30,AVGSDI,0.002,m,G
11/29/2021,18:37:30,STD,0,,B
11/29/2021,18:37:30,STDSDI,0.000,m,G
11/29/2021,18:37:30,CNT,0,,G
11/29/2021,18:37:30,CNTSDI,37,Samples,G
11/29/2021,18:37:30,OUT,0,,G
11/29/2021,18:37:30,OUTSDI,0,Samples,G
11/29/2021,18:43:30,AVG,0,,B
11/29/2021,18:43:30,AVGSDI,0.002,m,G
11/29/2021,18:43:30,STD,0,,B
11/29/2021,18:43:30,STDSDI,0.000,m,G
11/29/2021,18:43:30,CNT,0,,G
11/29/2021,18:43:30,CNTSDI,37,Samples,G
11/29/2021,18:43:30,OUT,0,,G
11/29/2021,18:43:30,OUTSDI,0,Samples,G
11/29/2021,18:49:30,AVGSDI,0.002,m,G
11/29/2021,18:49:30,AVG,0,,B
11/29/2021,18:49:30,STDSDI,0.000,m,G
11/29/2021,18:49:30,STD,0,,B
11/29/2021,18:49:30,CNTSDI,37,Samples,G
11/29/2021,18:49:30,CNT,0,,G
11/29/2021,18:49:30,OUTSDI,0,Samples,G
11/29/2021,18:49:30,OUT,0,,G
11/29/2021,18:55:30,AVGSDI,0.002,m,G
11/29/2021,18:55:30,AVG,0,,B
11/29/2021,18:55:30,STDSDI,0.000,m,G
11/29/2021,18:55:30,STD,0,,B
11/29/2021,18:55:30,CNTSDI,37,Samples,G
11/29/2021,18:55:30,CNT,0,,G
11/29/2021,18:55:30,OUTSDI,0,Samples,G
11/29/2021,18:55:30,OUT,0,,G
11/29/2021,19:01:30,AVGSDI,0.002,m,G
11/29/2021,19:01:30,AVG,0,,B
11/29/2021,19:01:30,STDSDI,0.000,m,G
11/29/2021,19:01:30,STD,0,,B
11/29/2021,19:01:30,CNTSDI,37,Samples,G
11/29/2021,19:01:30,CNT,0,,G
11/29/2021,19:01:30,OUTSDI,0,Samples,G
11/29/2021,19:01:30,OUT,0,,G
11/29/2021,19:07:30,AVGSDI,0.002,m,G
11/29/2021,19:07:30,AVG,0,,B
11/29/2021,19:07:30,STDSDI,0.000,m,G
11/29/2021,19:07:30,STD,0,,B
11/29/2021,19:07:30,CNTSDI,37,Samples,G
11/29/2021,19:07:30,CNT,0,,G
11/29/2021,19:07:30,OUTSDI,0,Samples,G
11/29/2021,19:07:30,OUT,0,,G
11/29/2021,19:13:30,AVGSDI,0.002,m,G
11/29/2021,19:13:30,AVG,0,,B
11/29/2021,19:13:30,STDSDI,0.000,m,G
11/29/2021,19:13:30,STD,0,,B
11/29/2021,19:13:30,CNTSDI,37,Samples,G
11/29/2021,19:13:30,CNT,0,,G
11/29/2021,19:13:30,OUTSDI,0,Samples,G
11/29/2021,19:13:30,OUT,0,,G
11/29/2021,19:19:30,AVGSDI,0.002,m,G
11/29/2021,19:19:30,AVG,0,,B
11/29/2021,19:19:30,STDSDI,0.000,m,G
11/29/2021,19:19:30,STD,0,,B
11/29/2021,19:19:30,CNTSDI,37,Samples,G
11/29/2021,19:19:30,CNT,0,,G
11/29/2021,19:19:30,OUTSDI,0,Samples,G
11/29/2021,19:19:30,OUT,0,,G
11/29/2021,19:25:30,AVGSDI,0.002,m,G
11/29/2021,19:25:30,AVG,0,,B
11/29/2021,19:25:30,STDSDI,0.000,m,G
11/29/2021,19:25:30,STD,0,,B
11/29/2021,19:25:30,CNTSDI,37,Samples,G
11/29/2021,19:25:30,CNT,0,,G
11/29/2021,19:25:30,OUTSDI,0,Samples,G
11/29/2021,19:25:30,OUT,0,,G
11/29/2021,19:31:30,AVGSDI,0.002,m,G
11/29/2021,19:31:30,AVG,0,,B
11/29/2021,19:31:30,STDSDI,0.000,m,G
11/29/2021,19:31:30,STD,0,,B
11/29/2021,19:31:30,CNTSDI,37,Samples,G
11/29/2021,19:31:30,CNT,0,,G
11/29/2021,19:31:30,OUTSDI,0,Samples,G
11/29/2021,19:31:30,OUT,0,,G
11/29/2021,19:37:30,AVGSDI,0.002,m,G
11/29/2021,19:37:30,AVG,0,,B
11/29/2021,19:37:30,STDSDI,0.000,m,G
11/29/2021,19:37:30,STD,0,,B
11/29/2021,19:37:30,CNTSDI,37,Samples,G
11/29/2021,19:37:30,CNT,0,,G
11/29/2021,19:37:30,OUTSDI,0,Samples,G
11/29/2021,19:37:30,OUT,0,,G
11/29/2021,19:43:30,AVGSDI,0.002,m,G
11/29/2021,19:43:30,AVG,0,,B
11/29/2021,19:43:30,STDSDI,0.000,m,G
11/29/2021,19:43:30,STD,0,,B
11/29/2021,19:43:30,CNTSDI,37,Samples,G
11/29/2021,19:43:30,CNT,0,,G
11/29/2021,19:43:30,OUTSDI,0,Samples,G
11/29/2021,19:43:30,OUT,0,,G
11/29/2021,19:49:30,AVGSDI,0.002,m,G
11/29/2021,19:49:30,AVG,0,,B
11/29/2021,19:49:30,STDSDI,0.000,m,G
11/29/2021,19:49:30,STD,0,,B
11/29/2021,19:49:30,CNTSDI,37,Samples,G
11/29/2021,19:49:30,CNT,0,,G
11/29/2021,19:49:30,OUTSDI,0,Samples,G
11/29/2021,19:49:30,OUT,0,,G
11/29/2021,19:55:30,AVGSDI,0.002,m,G
11/29/2021,19:55:30,AVG,0,,B
11/29/2021,19:55:30,STDSDI,0.000,m,G
11/29/2021,19:55:30,STD,0,,B
11/29/2021,19:55:30,CNTSDI,37,Samples,G
11/29/2021,19:55:30,CNT,0,,G
11/29/2021,19:55:30,OUTSDI,0,Samples,G
11/29/2021,19:55:30,OUT,0,,G
11/29/2021,20:01:30,AVGSDI,0.002,m,G
11/29/2021,20:01:30,AVG,0,,B
11/29/2021,20:01:30,STDSDI,0.000,m,G
11/29/2021,20:01:30,STD,0,,B
11/29/2021,20:01:30,CNTSDI,37,Samples,G
11/29/2021,20:01:30,CNT,0,,G
11/29/2021,20:01:30,OUTSDI,0,Samples,G
11/29/2021,20:01:30,OUT,0,,G
11/29/2021,20:07:30,AVGSDI,0.002,m,G
11/29/2021,20:07:30,AVG,0,,B
11/29/2021,20:07:30,STDSDI,0.000,m,G
11/29/2021,20:07:30,STD,0,,B
11/29/2021,20:07:30,CNTSDI,37,Samples,G
11/29/2021,20:07:30,CNT,0,,G
11/29/2021,20:07:30,OUTSDI,0,Samples,G
11/29/2021,20:07:30,OUT,0,,G
11/29/2021,20:13:30,AVGSDI,0.002,m,G
11/29/2021,20:13:30,AVG,0,,B
11/29/2021,20:13:30,STDSDI,0.000,m,G
11/29/2021,20:13:30,STD,0,,B
11/29/2021,20:13:30,CNTSDI,37,Samples,G
11/29/2021,20:13:30,CNT,0,,G
11/29/2021,20:13:30,OUTSDI,0,Samples,G
11/29/2021,20:13:30,OUT,0,,G
11/29/2021,20:19:30,AVGSDI,0.002,m,G
11/29/2021,20:19:30,AVG,0,,B
11/29/2021,20:19:30,STDSDI,0.000,m,G
11/29/2021,20:19:30,STD,0,,B
11/29/2021,20:19:30,CNTSDI,37,Samples,G
11/29/2021,20:19:30,CNT,0,,G
11/29/2021,20:19:30,OUTSDI,0,Samples,G
11/29/2021,20:19:30,OUT,0,,G
11/29/2021,20:25:30,AVGSDI,0.002,m,G
11/29/2021,20:25:30,AVG,0,,B
11/29/2021,20:25:30,STDSDI,0.000,m,G
11/29/2021,20:25:30,STD,0,,B
11/29/2021,20:25:30,CNTSDI,37,Samples,G
11/29/2021,20:25:30,CNT,0,,G
11/29/2021,20:25:30,OUTSDI,0,Samples,G
11/29/2021,20:25:30,OUT,0,,G
11/29/2021,20:31:30,AVGSDI,0.002,m,G
11/29/2021,20:31:30,AVG,0,,B
11/29/2021,20:31:30,STDSDI,0.000,m,G
11/29/2021,20:31:30,STD,0,,B
11/29/2021,20:31:30,CNTSDI,37,Samples,G
11/29/2021,20:31:30,CNT,0,,G
11/29/2021,20:31:30,OUTSDI,0,Samples,G
11/29/2021,20:31:30,OUT,0,,G
11/29/2021,20:37:30,AVGSDI,0.002,m,G
11/29/2021,20:37:30,AVG,0,,B
11/29/2021,20:37:30,STDSDI,0.000,m,G
11/29/2021,20:37:30,STD,0,,B
11/29/2021,20:37:30,CNTSDI,37,Samples,G
11/29/2021,20:37:30,CNT,0,,G
11/29/2021,20:37:30,OUTSDI,0,Samples,G
11/29/2021,20:37:30,OUT,0,,G
11/29/2021,20:43:30,AVGSDI,0.002,m,G
11/29/2021,20:43:30,AVG,0,,B
11/29/2021,20:43:30,STDSDI,0.000,m,G
11/29/2021,20:43:30,STD,0,,B
11/29/2021,20:43:30,CNTSDI,37,Samples,G
11/29/2021,20:43:30,CNT,0,,G
11/29/2021,20:43:30,OUTSDI,0,Samples,G
11/29/2021,20:43:30,OUT,0,,G
11/29/2021,20:49:30,AVGSDI,0.002,m,G
11/29/2021,20:49:30,AVG,0,,B
11/29/2021,20:49:30,STDSDI,0.000,m,G
11/29/2021,20:49:30,STD,0,,B
11/29/2021,20:49:30,CNTSDI,37,Samples,G
11/29/2021,20:49:30,CNT,0,,G
11/29/2021,20:49:30,OUTSDI,0,Samples,G
11/29/2021,20:49:30,OUT,0,,G
11/29/2021,20:55:30,AVGSDI,0.002,m,G
11/29/2021,20:55:30,AVG,0,,B
11/29/2021,20:55:30,STDSDI,0.000,m,G
11/29/2021,20:55:30,STD,0,,B
11/29/2021,20:55:30,CNTSDI,37,Samples,G
11/29/2021,20:55:30,CNT,0,,G
11/29/2021,20:55:30,OUTSDI,0,Samples,G
11/29/2021,20:55:30,OUT,0,,G
11/29/2021,21:01:30,AVGSDI,0.002,m,G
11/29/2021,21:01:30,AVG,0,,B
11/29/2021,21:01:30,STDSDI,0.000,m,G
11/29/2021,21:01:30,STD,0,,B
11/29/2021,21:01:30,CNTSDI,37,Samples,G
11/29/2021,21:01:30,CNT,0,,G
11/29/2021,21:01:30,OUTSDI,0,Samples,G
11/29/2021,21:01:30,OUT,0,,G
11/29/2021,21:07:30,AVGSDI,0.002,m,G
11/29/2021,21:07:30,AVG,0,,B
11/29/2021,21:07:30,STDSDI,0.000,m,G
11/29/2021,21:07:30,STD,0,,B
11/29/2021,21:07:30,CNTSDI,37,Samples,G
11/29/2021,21:07:30,CNT,0,,G
11/29/2021,21:07:30,OUTSDI,0,Samples,G
11/29/2021,21:07:30,OUT,0,,G
11/29/2021,21:13:30,AVGSDI,0.002,m,G
11/29/2021,21:13:30,AVG,0,,B
11/29/2021,21:13:30,STDSDI,0.000,m,G
11/29/2021,21:13:30,STD,0,,B
11/29/2021,21:13:30,CNTSDI,37,Samples,G
11/29/2021,21:13:30,CNT,0,,G
11/29/2021,21:13:30,OUTSDI,0,Samples,G
11/29/2021,21:13:30,OUT,0,,G
11/29/2021,21:19:30,AVGSDI,0.002,m,G
11/29/2021,21:19:30,AVG,0,,B
11/29/2021,21:19:30,STDSDI,0.000,m,G
11/29/2021,21:19:30,STD,0,,B
11/29/2021,21:19:30,CNTSDI,37,Samples,G
11/29/2021,21:19:30,CNT,0,,G
11/29/2021,21:19:30,OUTSDI,0,Samples,G
11/29/2021,21:19:30,OUT,0,,G
11/29/2021,21:25:30,AVGSDI,0.002,m,G
11/29/2021,21:25:30,AVG,0,,B
11/29/2021,21:25:30,STDSDI,0.000,m,G
11/29/2021,21:25:30,STD,0,,B
11/29/2021,21:25:30,CNTSDI,37,Samples,G
11/29/2021,21:25:30,CNT,0,,G
11/29/2021,21:25:30,OUTSDI,0,Samples,G
11/29/2021,21:25:30,OUT,0,,G
11/29/2021,21:31:30,AVGSDI,0.002,m,G
11/29/2021,21:31:30,AVG,0,,B
11/29/2021,21:31:30,STDSDI,0.000,m,G
11/29/2021,21:31:30,STD,0,,B
11/29/2021,21:31:30,CNTSDI,37,Samples,G
